Porcentaje,Leucocitos,HistMax1,PixelesMax1,HistMax2,PixelesMax2,DiferenciaPicos,PixelesSegMax1,PixelesSegMax2,PixelesSegMax3,MoradosEnCluster,Blancos,Rojos,Morados,Porcentaje_Blancos,Porcentaje_Rojos,Porcentaje_Morados,Clase
0.3352940082550049,2.0,152,179562,115,85633,37,2028421,202949,2807478,1.0,2629654,2392909,16285,52.188,47.489,0.323,0
0.4311680793762207,2.0,133,137026,101,123144,32,1951594,200895,2886359,1.0,2578488,2440038,20322,51.172,48.425,0.403,0
0.3749668598175049,1.0,152,151462,119,123389,33,1957457,208793,2872598,1.0,2622378,2396871,19599,52.043,47.568,0.389,0
0.13431906700134277,1.0,138,140357,106,122169,32,1503435,198389,3337024,1.0,2062728,2969297,6823,40.936,58.928,0.135,0
0.38756728172302246,2.0,145,152606,113,119683,32,2121344,210120,2707384,1.0,2772686,2246910,19252,55.026,44.592,0.382,0
6.9832026958465585,18.0,140,150263,119,130593,21,1596672,196832,3245344,0.0,2226359,2474397,338092,44.184,49.106,6.71,1
5.109935998916626,16.0,149,167350,127,137122,22,1902869,165187,2970792,0.0,2454412,2335463,248973,48.71,46.349,4.941,1
5.195891857147217,17.0,149,172564,127,131405,22,1823303,179893,3035652,0.0,2407273,2381725,249850,47.774,47.267,4.958,1
5.534321069717407,20.0,129,183647,114,155949,15,1883553,173332,2981963,0.0,2439660,2325436,273752,48.417,46.15,5.433,1
8.846169710159302,26.0,133,178187,112,114476,21,1757521,164200,3117127,0.0,2320849,2281951,436048,46.059,45.287,8.654,1
10.205906629562376,38.0,127,136401,158,129378,31,1400378,177778,3460692,0.0,1948872,2572126,517850,38.677,51.046,10.277,1
4.50739860534668,16.0,111,170854,129,166348,18,1776718,200479,3061651,0.0,2427651,2392966,218231,48.179,47.49,4.331,1
6.886392831802368,22.0,128,168217,108,148823,20,1725625,196361,3116862,0.0,2357217,2342688,338943,46.781,46.493,6.727,1
4.727590084075928,15.0,135,166797,153,153743,18,1675411,166805,3196632,0.0,2218529,2581999,238320,44.028,51.242,4.73,1
5.518364906311035,15.0,120,151561,141,142144,21,1567978,203743,3267127,0.0,2204820,2566074,267954,43.756,50.926,5.318,1
8.113420009613037,26.0,149,161204,127,152946,22,1525059,189977,3323812,0.0,2122871,2513831,402146,42.13,49.889,7.981,1
10.281974077224731,37.0,137,156415,114,137232,23,1493103,192098,3353647,0.0,2073227,2460850,504771,41.145,48.838,10.018,1
3.786557912826538,14.0,130,165224,150,147152,20,1672551,179894,3186403,0.0,2278109,2575808,184931,45.211,51.119,3.67,1
8.91571044921875,29.0,143,176245,126,156705,17,1773762,147075,3118011,0.0,2236761,2371466,430621,44.39,47.064,8.546,1
9.76574420928955,32.0,149,188796,128,129511,21,1868216,150776,3019856,0.0,2347704,2208454,482690,46.592,43.829,9.579,1
7.539021968841552,22.0,151,153718,128,134425,23,1794242,173850,3070756,0.0,2387280,2284480,367088,47.377,45.337,7.285,1
0.26079416275024414,1.0,142,199843,119,99789,23,1823575,158787,3056486,1.0,2296241,2729632,12975,45.571,54.172,0.257,0
0.5308330059051514,2.0,150,150730,119,103369,31,2103780,210451,2724617,1.0,2765605,2246985,26258,54.886,44.593,0.521,0
0.23671984672546387,1.0,160,144993,125,102820,35,1567813,206883,3264152,1.0,2147046,2880019,11783,42.61,57.156,0.234,0
0.5289316177368164,2.0,161,175159,131,94156,30,2203636,207910,2627302,1.0,2885057,2127729,26062,57.256,42.226,0.517,0
0.4408717155456543,2.0,155,157088,124,104664,31,1538491,207985,3292372,1.0,2100523,2916580,21745,41.687,57.882,0.432,0
0.20659565925598145,1.0,161,146834,132,110550,29,1454361,214870,3369617,1.0,2027259,3001575,10014,40.233,59.569,0.199,0
0.25315284729003906,1.0,140,169409,116,112820,24,1519575,185624,3333649,1.0,2043026,2983686,12136,40.545,59.214,0.241,0
0.27236342430114746,1.0,151,167502,132,147412,19,2000014,168108,2870726,1.0,2510551,2514088,14209,49.824,49.894,0.282,0
0.1433849334716797,1.0,136,216057,116,114935,20,1721418,152533,3164897,1.0,2169301,2862092,7455,43.052,56.801,0.148,0
0.2149522304534912,1.0,140,213025,121,107701,19,1671229,137504,3230115,1.0,2087637,2940574,10637,41.431,58.358,0.211,0
0.2206265926361084,1.0,148,189111,125,102794,23,1756871,155232,3126745,1.0,2208500,2819313,11035,43.829,55.952,0.219,0
0.29768943786621094,1.0,147,188177,126,112830,21,2448576,165702,2424570,1.0,2989246,2034989,14613,59.324,40.386,0.29,0
0.6486594676971436,2.0,138,205526,117,108442,21,2421474,184545,2432829,1.0,3033631,1973022,32195,60.205,39.156,0.639,0
0.2238631248474121,1.0,131,201335,110,103149,21,1681898,175588,3181362,1.0,2188062,2839432,11354,43.424,56.351,0.225,0
0.38322210311889654,1.0,151,161815,117,112417,34,1601653,776408,2660787,1.0,2114256,2873611,50981,41.959,57.029,1.012,0
1.3330399990081785,5.0,132,173297,106,116021,26,2140236,205329,2693283,0.0,2774086,2201032,63730,55.054,43.681,1.265,0
0.33481717109680176,1.0,132,186569,108,118675,24,1655439,187669,3195740,1.0,2200372,2822025,16451,43.668,56.005,0.326,0
0.4921138286590576,1.0,153,192978,134,141633,19,2197887,177300,2663661,1.0,2744165,2271161,23522,54.46,45.073,0.467,0
0.35726428031921387,1.0,146,184279,120,109024,26,2331506,200255,2507087,1.0,2956134,2065948,16766,58.667,41.0,0.333,0
0.20737051963806155,1.0,150,181188,122,114285,28,1655693,179913,3203242,1.0,2175977,2852470,10401,43.184,56.61,0.206,0
0.5599915981292725,2.0,151,175668,122,115511,29,2204056,205676,2629116,1.0,2854432,2157991,26425,56.649,42.827,0.524,0
0.42249560356140137,1.0,133,206010,113,126711,20,2339869,168726,2530253,0.0,2883452,2134833,20563,57.224,42.367,0.408,0
0.34563541412353516,1.0,151,195246,129,127084,22,2318145,151728,2568975,1.0,2813116,2210718,15014,55.829,43.873,0.298,0
0.4525840282440185,1.0,130,187653,106,124782,24,2272672,196322,2569854,1.0,2904952,2111638,22258,57.651,41.907,0.442,0
1.2429237365722658,4.0,131,173254,103,118970,28,2219891,179669,2639288,0.0,2803562,2174791,60495,55.639,43.16,1.201,0
0.37252306938171387,1.0,154,151101,120,119879,34,1578568,187042,3273238,1.0,2098273,2923050,17525,41.642,58.01,0.348,0
1.090925931930542,4.0,134,163196,105,118107,29,2217353,183745,2637750,0.0,2810670,2175914,52264,55.78,43.183,1.037,0
0.7297694683074951,3.0,135,167193,109,113000,26,2214234,184693,2639921,1.0,2827872,2175699,35277,56.121,43.179,0.7,0
0.4345059394836426,1.0,133,171331,107,117427,26,2200471,196468,2641909,1.0,2819650,2197696,21502,55.958,43.615,0.427,0
0.8460462093353271,3.0,130,167064,104,132977,26,2004178,211032,2823638,0.0,2666735,2330616,41497,52.924,46.253,0.824,0
0.7049620151519775,1.0,96,231620,73,154134,23,2412282,103311,2523255,0.0,2745306,2260010,33532,54.483,44.852,0.665,0
1.429635286331177,2.0,94,240348,71,136102,23,2569020,97040,2372788,0.0,2879661,2088022,71165,57.149,41.438,1.412,0
0.5427837371826172,2.0,105,181504,76,124093,29,2224464,180594,2633790,1.0,2830941,2181705,26202,56.182,43.298,0.52,0
0.5709230899810791,3.0,99,176475,72,134604,27,2157740,182483,2698625,1.0,2767465,2244075,27308,54.923,44.535,0.542,0
0.353771448135376,1.0,113,168902,83,121720,30,1733151,196773,3108924,1.0,2321846,2699790,17212,46.079,53.58,0.342,0
0.6303608417510986,3.0,112,192196,84,103419,28,2286764,199249,2552835,1.0,2961983,2047842,29023,58.783,40.641,0.576,0
0.21830201148986816,1.0,99,175978,72,142719,27,1561543,194766,3282539,1.0,2118508,2909942,10398,42.043,57.75,0.206,0
0.18216371536254883,1.0,107,158734,81,137177,26,1479491,210419,3348938,1.0,2077967,2951917,8964,41.239,58.583,0.178,0
0.19417405128479004,0.0,109,162902,81,130595,28,1621613,204583,3212652,1.0,2209543,2819914,9391,43.85,55.963,0.186,0
0.35081505775451666,2.0,104,170915,77,141913,27,1577355,205051,3256442,1.0,2183638,2838153,17057,43.336,56.325,0.339,0
0.5516529083251953,2.0,105,179496,80,141452,25,1985283,220760,2832805,1.0,2690532,2322689,25627,53.396,46.096,0.509,0
0.7850229740142822,4.0,77,165511,98,111399,21,1518044,231563,3289241,1.0,2244292,2757164,37392,44.54,54.718,0.742,0
0.3929078578948975,2.0,83,148339,111,135980,28,1401391,211841,3425616,1.0,1985714,3034456,18678,39.408,60.221,0.371,0
0.6106972694396973,1.0,83,144328,110,135167,27,1711307,218979,3108562,1.0,2382396,2627601,28851,47.281,52.147,0.573,0
0.8460462093353271,3.0,130,167064,104,132977,26,2004178,211032,2823638,1.0,2666735,2330616,41497,52.924,46.253,0.824,0
